ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Ranking,RatingCount,ReviewCount,Score,ScoreClass,pDev
4.50%,Year-round,Summit Brewing Company,,https://cdn.beeradvocate.com/im/beers/38467.jpg,"Minnesota, United States","#39,810",420,178,3.56,Good,12.08%
6.00%,Rotating,Rogue Ales,,https://cdn.beeradvocate.com/im/beers/73341.jpg,"Oregon, United States","#18,907",402,98,3.78,Very Good,13.76%
4.70%,Year-round,Peak Organic Brewing Company,,https://cdn.beeradvocate.com/im/beers/99000.jpg,"Maine, United States","#10,640",386,69,3.86,Very Good,11.92%
5.00%,Year-round,Královský Pivovar Krušovice a.s.,,https://cdn.beeradvocate.com/im/beers/12475.jpg,Czech Republic,"#42,169",377,196,3.46,Okay,14.45%
5.60%,Year-round,Gordon Biersch Brewery Restaurant,,https://cdn.beeradvocate.com/im/beers/48178.jpg,United States,"#42,909",360,134,3.41,Okay,14.37%
5.30%,Year-round,August Schell Brewing Company,,https://cdn.beeradvocate.com/im/beers/1246.jpg,"Minnesota, United States","#34,592",353,188,3.65,Good,13.42%
5.60%,Summer,Cisco Brewers Inc.,,https://cdn.beeradvocate.com/im/beers/925.jpg,"Massachusetts, United States","#34,538",313,98,3.65,Good,11.78%
5.30%,Rotating,New Glarus Brewing Company,,https://cdn.beeradvocate.com/im/beers/3325.jpg,"Wisconsin, United States","#11,732",308,127,3.85,Very Good,11.17%
4.60%,Rotating,Spoetzl Brewery / Shiner,,https://cdn.beeradvocate.com/im/beers/55726.jpg,"Texas, United States","#41,859",296,114,3.47,Okay,13.83%
5.42%,Year-round,"Lakefront Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/2221.jpg,"Wisconsin, United States","#42,396",295,142,3.44,Okay,14.53%
4.80%,Year-round,Moonlight Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States","#1,015",293,147,4.27,Outstanding,9.84%
4.40%,Year-round,Měšťanský pivovar Havlíčkův Brod,,https://cdn.beeradvocate.com/im/beers/655.jpg,Czech Republic,"#43,271",283,196,3.37,Okay,16.02%
4.70%,Year-round,Live Oak Brewing Company,,https://cdn.beeradvocate.com/im/beers/1061.jpg,"Texas, United States","#6,931",275,71,3.93,Very Good,11.45%
5.00%,Year-round,Trader Joe's Brewing Company,,https://cdn.beeradvocate.com/im/beers/21614.jpg,"California, United States","#44,430",275,134,3.17,Okay,16.72%
5.30%,Year-round,Great Lakes Brewing Co.,,https://cdn.beeradvocate.com/im/beers/215299.jpg,"Ohio, United States","#9,696",263,66,3.88,Very Good,9.28%
5.30%,Rotating,Russian River Brewing Company,,https://cdn.beeradvocate.com/im/beers/130770.jpg,"California, United States","#9,728",258,33,3.88,Very Good,11.34%
4.80%,Winter,Matt Brewing Company / Saranac Brewery,,https://cdn.beeradvocate.com/im/beers/45378.jpg,"New York, United States","#43,395",238,147,3.35,Okay,15.52%
4.70%,Year-round,Short's Brewing Company,,https://cdn.beeradvocate.com/im/beers/35413.jpg,"Michigan, United States","#39,786",238,75,3.55,Good,13.8%
4.50%,Year-round,Wiseacre Brewing,,https://cdn.beeradvocate.com/im/beers/103283.jpg,"Tennessee, United States","#15,899",230,41,3.81,Very Good,10.5%
4.00%,Year-round,Notch Brewing,,https://cdn.beeradvocate.com/im/beers/67261.jpg,"Massachusetts, United States","#38,594",228,50,3.58,Good,12.57%
5.40%,Year-round,Trader Joe's Brewing Company,,https://cdn.beeradvocate.com/im/beers/76549.jpg,"California, United States","#43,621",221,72,3.32,Okay,12.95%
5.00%,Year-round,The Schlafly Tap Room,,https://cdn.beeradvocate.com/im/beers/6744.jpg,"Missouri, United States","#30,431",218,126,3.69,Good,12.47%
4.60%,Rotating,Mikkeller ApS,,https://cdn.beeradvocate.com/im/beers/55258.jpg,Denmark,"#7,661",218,81,3.92,Very Good,10.97%
4.98%,Year-round,Red Hare Brewing Company,,https://cdn.beeradvocate.com/im/beers/72945.jpg,"Georgia, United States","#41,593",200,27,3.47,Okay,19.02%
4.60%,Year-round,Žatecký Pivovar,,https://cdn.beeradvocate.com/im/beers/27491.jpg,Czech Republic,"#39,626",199,138,3.55,Good,14.65%
4.50%,Year-round,Grupo Modelo S.A. de C.V.,,https://cdn.beeradvocate.com/im/beers/11700.jpg,Mexico,"#44,980",199,58,2.86,Poor,19.93%
5.40%,Summer,von Trapp Brewing,,https://cdn.beeradvocate.com/im/beers/126783.jpg,"Vermont, United States","#12,486",187,60,3.85,Very Good,9.35%
5.30%,Year-round,Creemore Springs Brewery Limited,,https://cdn.beeradvocate.com/im/beers/36960.jpg,"Ontario, Canada","#39,400",160,77,3.55,Good,12.68%
5.50%,Rotating,Terrapin Beer Company,,https://cdn.beeradvocate.com/im/beers/60684.jpg,"Georgia, United States","#13,817",153,46,3.84,Very Good,7.81%
5.40%,Year-round,Bauhaus Brew Labs,,https://cdn.beeradvocate.com/im/beers/129339.jpg,"Minnesota, United States","#8,305",150,33,3.92,Very Good,8.42%
5.10%,Year-round,Hopworks Urban Brewery,,https://cdn.beeradvocate.com/im/beers/41786.jpg,"Oregon, United States","#33,826",145,44,3.65,Good,14.52%
5.00%,Year-round,Pivovar Velké Popovice a.s.,,https://cdn.beeradvocate.com/im/beers/5430.jpg,Czech Republic,"#43,589",142,59,3.29,Okay,16.41%
5.00%,Year-round,Pivovar Náchod a.s.,,https://cdn.beeradvocate.com/im/beers/2043.jpg,Czech Republic,"#38,426",136,74,3.57,Good,12.04%
5.50%,Year-round,Greenpoint Beerworks / Kelso of Brooklyn,,https://cdn.beeradvocate.com/im/beers/47904.jpg,"New York, United States","#37,604",135,38,3.59,Good,11.7%
4.50%,Year-round,Yuengling Brewery,,https://cdn.beeradvocate.com/im/beers/1351.jpg,"Pennsylvania, United States","#43,288","6,542","1,733",3.41,Okay,17.3%
5.20%,Year-round,Brooklyn Brewery,,https://cdn.beeradvocate.com/im/beers/148.jpg,"New York, United States","#26,788","3,700","1,248",3.72,Good,12.63%
4.90%,Year-round,Coors Brewing Company (Molson-Coors),,https://cdn.beeradvocate.com/im/beers/909.jpg,"Colorado, United States","#44,916","3,043",843,3.04,Okay,19.74%
5.50%,Year-round,Blue Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/2318.jpg,"New York, United States","#40,780","1,788",508,3.54,Good,13.56%
4.50%,Year-round,Genesee Brewing Co. / Dundee Brewing Co.,,https://cdn.beeradvocate.com/im/beers/832.jpg,"New York, United States","#44,777","1,429",676,3.11,Okay,17.04%
5.30%,Year-round,Coors Brewing Company (Molson-Coors),,https://cdn.beeradvocate.com/im/beers/87749.jpg,"Colorado, United States","#44,960","1,240",202,3,Okay,18.67%
6.00%,Year-round,Anheuser-Busch,,https://cdn.beeradvocate.com/im/beers/88582.jpg,"Missouri, United States","#45,189","1,113",209,2.73,Poor,25.27%
5.70%,Rotating,Magic Hat Brewing Company,,https://cdn.beeradvocate.com/im/beers/111476.jpg,"Vermont, United States","#43,884",849,90,3.33,Okay,14.41%
6.90%,Year-round,Miller Brewing Co.,,https://cdn.beeradvocate.com/im/beers/110568.jpg,"Wisconsin, United States","#45,255",785,170,2.58,Poor,28.29%
5.68%,Year-round,"Lakefront Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/2219.jpg,"Wisconsin, United States","#16,004",745,276,3.8,Very Good,11.84%
5.10%,Spring,Magic Hat Brewing Company,,https://cdn.beeradvocate.com/im/beers/54540.jpg,"Vermont, United States","#43,323",651,270,3.39,Okay,15.04%
5.00%,Year-round,Hop City Brewing Co.,,https://cdn.beeradvocate.com/im/beers/54155.jpg,"Ontario, Canada","#42,146",591,138,3.47,Okay,14.99%
5.50%,Year-round,Coney Island Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"New York, United States","#34,785",502,257,3.65,Good,13.42%
4.00%,Year-round,Anheuser-Busch,,https://cdn.beeradvocate.com/im/beers/34257.jpg,"Missouri, United States","#45,248",502,214,2.57,Poor,26.46%
4.00%,Year-round,Anheuser-Busch,,https://cdn.beeradvocate.com/im/beers/2544.jpg,"Missouri, United States","#45,061",479,145,2.86,Poor,21.68%
4.70%,Year-round,August Schell Brewing Company,,https://cdn.beeradvocate.com/im/beers/57402.jpg,"Minnesota, United States","#42,256",470,101,3.46,Okay,15.61%
5.20%,Year-round,Capital Brewery,,https://cdn.beeradvocate.com/im/beers/977.jpg,"Wisconsin, United States","#40,161",448,174,3.55,Good,12.68%
5.20%,Year-round,Molson Coors Canada,,https://cdn.beeradvocate.com/im/beers/2037.jpg,"Ontario, Canada","#44,706",445,152,3.1,Okay,18.71%
5.00%,Year-round,Creemore Springs Brewery Limited,,https://cdn.beeradvocate.com/im/beers/1654.jpg,"Ontario, Canada","#13,232",407,188,3.83,Very Good,12.53%
5.00%,Year-round,Red Oak Brewery,,https://cdn.beeradvocate.com/im/beers/7330.jpg,"North Carolina, United States","#24,303",378,113,3.74,Good,17.38%
6.80%,Rotating,Jack's Abby Brewing,,https://cdn.beeradvocate.com/im/beers/87767.jpg,"Massachusetts, United States","#6,744",338,58,3.93,Very Good,9.16%
4.70%,Year-round,Stevens Point Brewery,,https://cdn.beeradvocate.com/im/beers/3921.jpg,"Wisconsin, United States","#44,048",306,136,3.27,Okay,15.9%
5.40%,Winter,Capital Brewery,,https://cdn.beeradvocate.com/im/beers/987.jpg,"Wisconsin, United States","#33,649",304,152,3.66,Good,12.3%
5.20%,Year-round,Sleeman Breweries Ltd.,,https://cdn.beeradvocate.com/im/beers/1323.jpg,"Ontario, Canada","#44,941",302,142,2.94,Poor,20.07%
4.50%,Year-round,Rahr & Sons Brewing Company,,https://cdn.beeradvocate.com/im/beers/20193.jpg,"Texas, United States","#43,066",292,75,3.39,Okay,14.45%
5.57%,Year-round,Starr Hill Brewery,,https://cdn.beeradvocate.com/im/beers/33177.jpg,"Virginia, United States","#42,920",279,123,3.4,Okay,14.71%
4.80%,Year-round,August Schell Brewing Company,,https://cdn.beeradvocate.com/im/beers/1964.jpg,"Minnesota, United States","#43,543",275,121,3.34,Okay,16.17%
5.50%,Year-round,Cape Ann Brewing Company,,https://cdn.beeradvocate.com/im/beers/17119.jpg,"Massachusetts, United States","#39,437",239,112,3.56,Good,12.64%
4.90%,Year-round,Anheuser-Busch,,https://cdn.beeradvocate.com/im/beers/2417.jpg,"Missouri, United States","#45,249",236,142,2.47,Poor,30.36%
5.50%,Year-round,AC Golden Brewing Company,,https://cdn.beeradvocate.com/im/beers/57348.jpg,"Colorado, United States","#36,541",229,64,3.62,Good,14.36%
5.40%,Year-round,Tommyknocker Brewery,,https://cdn.beeradvocate.com/im/beers/2294.jpg,"Colorado, United States","#44,453",228,170,3.15,Okay,14.92%
6.20%,Fall,Full Sail Brewery & Tasting Room & Pub,,https://cdn.beeradvocate.com/im/beers/73629.jpg,"Oregon, United States","#31,509",209,90,3.68,Good,11.14%
4.50%,Year-round,Lucky Bucket Brewing Co.,,https://cdn.beeradvocate.com/im/beers/52046.jpg,"Nebraska, United States","#43,799",207,69,3.29,Okay,16.72%
4.00%,Winter,Uinta Brewing Company,,https://cdn.beeradvocate.com/im/beers/77762.jpg,"Utah, United States","#41,978",201,67,3.45,Okay,12.17%
5.60%,Rotating,Full Sail Brewery & Tasting Room & Pub,,https://cdn.beeradvocate.com/im/beers/66358.jpg,"Oregon, United States","#37,021",198,101,3.61,Good,11.91%
5.30%,Year-round,Trader Joe's Brewing Company,,https://cdn.beeradvocate.com/im/beers/40888.jpg,"California, United States","#43,682",183,95,3.3,Okay,12.42%
6.10%,Rotating,Anheuser-Busch,,https://cdn.beeradvocate.com/im/beers/289889.jpg,"Missouri, United States","#33,106",163,77,3.66,Good,15.57%
notlisted,Fall,Hudepohl-Schoenling Brewing Co.,,https://cdn.beeradvocate.com/im/beers/62327.jpg,"Ohio, United States","#41,340",150,48,3.47,Okay,17.87%
5.00%,Year-round,Mill Street Brew Pub,,https://cdn.beeradvocate.com/im/beers/119690.jpg,"Ontario, Canada","#40,140",139,30,3.52,Good,12.78%
7.00%,Rotating,Short's Brewing Company,,https://cdn.beeradvocate.com/im/beers/96648.jpg,"Michigan, United States","#14,154",133,13,3.84,Very Good,10.16%
5.80%,Spring,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/261225.jpg,"Illinois, United States","#31,019",112,33,3.68,Good,8.42%
4.10%,Year-round,Straub Brewery,,https://cdn.beeradvocate.com/im/beers/81025.jpg,"Pennsylvania, United States","#42,010",109,25,3.41,Okay,14.37%
6.30%,Rotating,Rochester Mills Beer Co.,,https://cdn.beeradvocate.com/im/beers/7052.jpg,"Michigan, United States","#40,050",106,14,3.51,Good,11.4%
4.70%,Year-round,Granville Island Brewery,,https://cdn.beeradvocate.com/im/beers/11158.jpg,"British Columbia, Canada","#43,632",105,30,3.25,Okay,15.69%
5.20%,Year-round,Matt Brewing Company / Saranac Brewery,,https://cdn.beeradvocate.com/im/beers/235896.jpg,"New York, United States","#12,490",100,27,3.87,Very Good,8.79%
3.70%,Year-round,Olde Hickory Brewery,,https://cdn.beeradvocate.com/im/beers/55134.jpg,"North Carolina, United States","#42,663",96,20,3.35,Okay,15.52%
5.00%,Spring,Genesee Brewing Co. / Dundee Brewing Co.,,https://cdn.beeradvocate.com/im/beers/56521.jpg,"New York, United States","#41,003",95,40,3.46,Okay,11.27%
5.00%,Rotating,Saucony Creek Brewing Company + Gastropub,,https://cdn.beeradvocate.com/im/beers/119142.jpg,"Pennsylvania, United States","#42,238",94,21,3.38,Okay,18.64%
5.30%,Year-round,"Lion Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/47413.jpg,"Pennsylvania, United States","#41,677",85,65,3.41,Okay,17.3%
5.60%,Year-round,The Defiant Brewing Company,,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"New York, United States","#38,361",82,24,3.55,Good,13.52%
5.30%,Fall,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/102.jpg,"Massachusetts, United States","#33,248","7,674","2,194",3.67,Good,13.9%
5.80%,Fall,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,,https://cdn.beeradvocate.com/im/beers/1361.jpg,Germany,"#3,558","2,664","1,121",4.01,Exceptional,10.72%
5.90%,Year-round,Spaten-Franziskaner-Bräu,,https://cdn.beeradvocate.com/im/beers/582.jpg,Germany,"#37,475","2,621","1,168",3.62,Good,13.81%
5.80%,Year-round,Paulaner Brauerei GmbH & Co. KG,,https://cdn.beeradvocate.com/im/beers/386.jpg,Germany,"#9,031","2,595","1,132",3.87,Very Good,11.63%
6.50%,Fall,Great Lakes Brewing Co.,,https://cdn.beeradvocate.com/im/beers/13896.jpg,"Ohio, United States","#2,828","2,285",644,4.05,Exceptional,12.1%
5.60%,Fall,Victory Brewing Company - Downingtown,,https://cdn.beeradvocate.com/im/beers/1017.jpg,"Pennsylvania, United States","#33,167","1,990",805,3.67,Good,12.81%
5.80%,Fall,Hacker-Pschorr Bräu GmbH,,https://cdn.beeradvocate.com/im/beers/234.jpg,Germany,"#5,219","1,867",832,3.95,Very Good,11.39%
5.50%,Fall,Brooklyn Brewery,,https://cdn.beeradvocate.com/im/beers/570.jpg,"New York, United States","#35,917","1,745",787,3.64,Good,12.09%
5.10%,Fall,Jacob Leinenkugel Brewing Company,,https://cdn.beeradvocate.com/im/beers/5757.jpg,"Wisconsin, United States","#44,584","1,745",509,3.19,Okay,16.3%
5.80%,Year-round,Bayerische Staatsbrauerei Weihenstephan,,https://cdn.beeradvocate.com/im/beers/6861.jpg,Germany,"#24,005","1,645",656,3.74,Good,12.57%
6.30%,Fall,Hofbräuhaus München,,https://cdn.beeradvocate.com/im/beers/2011.jpg,Germany,"#41,949","1,486",592,3.49,Okay,15.47%
6.60%,Fall,Left Hand Brewing Company,,https://cdn.beeradvocate.com/im/beers/32410.jpg,"Colorado, United States","#19,759","1,256",457,3.77,Very Good,12.47%
5.30%,Fall,Harpoon Brewery & Beer Hall,,https://cdn.beeradvocate.com/im/beers/313.jpg,"Massachusetts, United States","#33,115","1,230",498,3.67,Good,11.72%
5.80%,Fall,Spoetzl Brewery / Shiner,,https://cdn.beeradvocate.com/im/beers/60642.jpg,"Texas, United States","#43,710","1,181",312,3.36,Okay,15.48%
5.50%,Fall,"Bell's Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/32695.jpg,"Michigan, United States","#36,624","1,091",506,3.63,Good,12.12%
6.25%,Fall,New Glarus Brewing Company,,https://cdn.beeradvocate.com/im/beers/6075.jpg,"Wisconsin, United States","#5,313","1,086",340,3.95,Very Good,10.38%
6.20%,Summer,Great Divide Brewing Company,,https://cdn.beeradvocate.com/im/beers/51631.jpg,"Colorado, United States","#24,077","1,085",460,3.74,Good,11.23%
5.30%,Fall,Flying Dog Brewery,,https://cdn.beeradvocate.com/im/beers/19651.jpg,"Maryland, United States","#40,090","1,052",544,3.56,Good,13.2%
5.70%,Fall,Goose Island Beer Co.,,https://cdn.beeradvocate.com/im/beers/1470.jpg,"Illinois, United States","#33,074",967,274,3.67,Good,11.44%
6.00%,Fall,Surly Brewing Company,,https://cdn.beeradvocate.com/im/beers/32620.jpg,"Minnesota, United States","#3,513",936,382,4.02,Exceptional,10.7%
5.45%,Fall,Yuengling Brewery,,https://cdn.beeradvocate.com/im/beers/72310.jpg,"Pennsylvania, United States","#43,828",929,183,3.34,Okay,16.17%
5.00%,Fall,Brauerei Beck & Co.,,https://cdn.beeradvocate.com/im/beers/83.jpg,Germany,"#43,362",812,421,3.39,Okay,16.22%
5.70%,Year-round,Gordon Biersch Brewery Restaurant,,https://cdn.beeradvocate.com/im/beers/16254.jpg,United States,"#35,751",784,295,3.64,Good,13.46%
5.00%,Fall,Firestone Walker Brewing Co.,,https://cdn.beeradvocate.com/im/beers/45148.jpg,"California, United States","#22,693",783,159,3.75,Very Good,10.4%
6.00%,Fall,3 Floyds Brewing Co.,,https://cdn.beeradvocate.com/im/beers/33236.jpg,"Indiana, United States","#18,498",766,230,3.78,Very Good,11.9%
5.90%,Year-round,Warsteiner Brauerei,,https://cdn.beeradvocate.com/im/beers/12451.jpg,Germany,"#42,829",683,261,3.43,Okay,14.87%
5.80%,Fall,Boulevard Brewing Co.,,https://cdn.beeradvocate.com/im/beers/3321.jpg,"Missouri, United States","#32,967",681,264,3.67,Good,12.81%
7.10%,Fall,Summit Brewing Company,,https://cdn.beeradvocate.com/im/beers/1785.jpg,"Minnesota, United States","#35,704",677,288,3.64,Good,12.64%
6.00%,Fall,Ballast Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/131121.jpg,"California, United States","#30,801",633,152,3.69,Good,10.03%
6.00%,Rotating,Paulaner Brauerei GmbH & Co. KG,,https://cdn.beeradvocate.com/im/beers/61555.jpg,Germany,"#10,276",583,226,3.86,Very Good,11.66%
7.70%,Summer,Two Brothers Brewing Company,,https://cdn.beeradvocate.com/im/beers/61554.jpg,"Illinois, United States","#22,763",563,118,3.75,Very Good,12.8%
6.60%,Fall,Saint Arnold Brewing Company,,https://cdn.beeradvocate.com/im/beers/1072.jpg,"Texas, United States","#35,600",556,166,3.64,Good,12.64%
6.10%,Limited(brewedonce),Sierra Nevada Brewing Co.,,https://cdn.beeradvocate.com/im/beers/292433.jpg,"California, United States","#5,257",550,207,3.96,Very Good,8.84%
5.40%,Fall,Matt Brewing Company / Saranac Brewery,,https://cdn.beeradvocate.com/im/beers/1522.jpg,"New York, United States","#42,308",546,283,3.46,Okay,13.29%
5.50%,Fall,The Schlafly Tap Room,,https://cdn.beeradvocate.com/im/beers/6746.jpg,"Missouri, United States","#38,660",519,180,3.59,Good,12.26%
5.70%,Fall,Jack's Abby Brewing,,https://cdn.beeradvocate.com/im/beers/72867.jpg,"Massachusetts, United States","#21,420",516,113,3.76,Very Good,10.64%
5.70%,Fall,Revolution Brewing,,https://cdn.beeradvocate.com/im/beers/61979.jpg,"Illinois, United States","#20,069",505,79,3.77,Very Good,9.81%
5.00%,Fall,Stoudts Brewing Co.,,https://cdn.beeradvocate.com/im/beers/25382.jpg,"Pennsylvania, United States","#38,121",458,242,3.6,Good,12.5%
5.50%,Fall,Blue Point Brewing Company,,https://cdn.beeradvocate.com/im/beers/6622.jpg,"New York, United States","#40,955",406,150,3.52,Good,12.78%
6.00%,Fall,Flying Fish Brewing Company,,https://cdn.beeradvocate.com/im/beers/19765.jpg,"New Jersey, United States","#41,393",398,145,3.5,Good,14.29%
6.80%,Rotating,Berkshire Brewing Company Inc.,,https://cdn.beeradvocate.com/im/beers/6258.jpg,"Massachusetts, United States","#5,798",394,208,3.95,Very Good,12.91%
5.80%,Fall,Sly Fox Brewing Company,,https://cdn.beeradvocate.com/im/beers/20512.jpg,"Pennsylvania, United States","#34,641",379,190,3.65,Good,12.6%
5.50%,Fall,August Schell Brewing Company,,https://cdn.beeradvocate.com/im/beers/1568.jpg,"Minnesota, United States","#35,393",364,171,3.64,Good,12.64%
5.50%,Fall,Narragansett Brewing Co.,,https://cdn.beeradvocate.com/im/beers/61577.jpg,"Rhode Island, United States","#36,115",343,133,3.63,Good,11.57%
5.50%,Fall,Capital Brewery,,https://cdn.beeradvocate.com/im/beers/986.jpg,"Wisconsin, United States","#37,480",341,144,3.61,Good,12.74%
5.70%,Fall,"Lakefront Brewery, Inc.",,https://cdn.beeradvocate.com/im/beers/5758.jpg,"Wisconsin, United States","#42,097",326,144,3.46,Okay,14.16%
6.00%,Fall,Thirsty Dog Brewing Company,,https://cdn.beeradvocate.com/im/beers/39118.jpg,"Ohio, United States","#14,476",324,92,3.82,Very Good,12.3%
5.00%,Fall,Highland Brewing,,https://cdn.beeradvocate.com/im/beers/45109.jpg,"North Carolina, United States","#36,781",314,83,3.62,Good,12.43%
5.50%,Fall,Genesee Brewing Co. / Dundee Brewing Co.,,https://cdn.beeradvocate.com/im/beers/43431.jpg,"New York, United States","#43,216",314,148,3.38,Okay,17.46%
6.00%,Fall,Sprecher Brewing Company,,https://cdn.beeradvocate.com/im/beers/997.jpg,"Wisconsin, United States","#23,026",311,157,3.75,Very Good,13.07%
4.90%,Year-round,Boston Beer Company (Samuel Adams),,https://cdn.beeradvocate.com/im/beers/21300.jpg,"Massachusetts, United States","#29,709","2,657","1,465",3.7,Good,12.97%
