ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Name,Ranking,RatingCount,ReviewCount,Score,ScoreClass,Style,URL,pDev
4.70,Year-round,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",3.91,https://cdn.beeradvocate.com/im/beers/1283.jpg,Mexico,Bohemia Clásica,43633,1183,451,3.37,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/57/1283/,17.21
5.50,Year-round,Left Hand Brewing Company,4.3,https://cdn.beeradvocate.com/im/beers/24651.jpg,"Colorado, United States",Polestar Pilsner,34170,1170,386,3.66,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/418/24651/,14.48
4.90,Year-round,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,3.04,https://cdn.beeradvocate.com/im/beers/700.jpg,Germany,St. Pauli Girl,45101,1158,423,2.87,Poor,German Pilsener,https://www.beeradvocate.com/beer/profile/224/700/,22.3
4.80,Year-round,Radeberger Exportbierbrauerei,3.92,https://cdn.beeradvocate.com/im/beers/799.jpg,Germany,Radeberger Pilsner,38421,1098,440,3.6,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/2974/799/,14.17
5.10,Year-round,Brooklyn Brewery,3.83,https://cdn.beeradvocate.com/im/beers/788.jpg,"New York, United States",Brooklyn Pilsner,35045,1079,494,3.65,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/45/788/,12.05
5.50,Year-round,Matt Brewing Company / Saranac Brewery,3.37,https://cdn.beeradvocate.com/im/beers/903.jpg,"New York, United States",Saranac Adirondack Lager,43775,926,482,3.35,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/99/903/,14.03
4.90,Year-round,Friesisches Brauhaus zu Jever GmbH & Co KG,3.46,https://cdn.beeradvocate.com/im/beers/2212.jpg,Germany,Jever Pilsener,40028,724,333,3.56,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/737/2212/,16.01
5.40,Rotating,Stoudts Brewing Co.,4.5,https://cdn.beeradvocate.com/im/beers/5411.jpg,"Pennsylvania, United States",Stoudts Pils,6673,709,378,3.92,Very Good,German Pilsener,https://www.beeradvocate.com/beer/profile/394/5411/,11.73
4.90,Year-round,Sly Fox Brewing Company,0,https://cdn.beeradvocate.com/im/beers/8787.jpg,"Pennsylvania, United States",Pikeland Pils,17296,707,343,3.79,Very Good,German Pilsener,https://www.beeradvocate.com/beer/profile/1853/8787/,11.35
4.90,Year-round,König-Brauerei GmbH,4.3,https://cdn.beeradvocate.com/im/beers/137.jpg,Germany,König Pilsener,18599,681,308,3.78,Very Good,German Pilsener,https://www.beeradvocate.com/beer/profile/40/137/,14.02
5.10,Year-round,Bayerische Staatsbrauerei Weihenstephan,0,https://cdn.beeradvocate.com/im/beers/12599.jpg,Germany,Weihenstephaner Pils,6280,635,175,3.93,Very Good,German Pilsener,https://www.beeradvocate.com/beer/profile/252/12599/,11.45
4.80,Year-round,Trumer Brauerei Berkeley,4.07,https://cdn.beeradvocate.com/im/beers/12679.jpg,"California, United States",Trumer Pils,13912,635,272,3.82,Very Good,German Pilsener,https://www.beeradvocate.com/beer/profile/11017/12679/,12.83
5.00,Year-round,Anadolu Efes Brewery,4,https://cdn.beeradvocate.com/im/beers/1506.jpg,Turkey,Efes Pilsener,44761,623,289,3.1,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/569/1506/,20.65
4.80,Year-round,Krombacher Brauerei,0,https://cdn.beeradvocate.com/im/beers/1499.jpg,Germany,Krombacher Pils,43422,579,172,3.38,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/566/1499/,16.57
6.00,Year-round,Brauerei Beck & Co.,2.77,https://cdn.beeradvocate.com/im/beers/88206.jpg,Germany,Beck's Sapphire,45160,574,153,2.77,Poor,German Pilsener,https://www.beeradvocate.com/beer/profile/32/88206/,23.47
5.10,Rotating,Goose Island Beer Co.,3.53,https://cdn.beeradvocate.com/im/beers/185345.jpg,"Illinois, United States",Goose Four Star Pils,38726,559,141,3.59,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/1146/185345/,10.58
7.00,Rotating,Abita Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/60284.jpg,"Louisiana, United States",SOS (Save Our Shore),29608,542,241,3.7,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/3/60284/,12.16
4.90,Year-round,Stieglbrauerei zu Salzburg GmbH,0,https://cdn.beeradvocate.com/im/beers/43252.jpg,Austria,Stiegl Pils,39147,530,183,3.58,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/817/43252/,13.69
5.60,Rotating,Hill Farmstead Brewery,0,https://cdn.beeradvocate.com/im/beers/88970.jpg,"Vermont, United States",Mary,2513,527,74,4.09,Exceptional,German Pilsener,https://www.beeradvocate.com/beer/profile/22511/88970/,8.31
5.70,Summer,SweetWater Brewing Company,3.63,https://cdn.beeradvocate.com/im/beers/36744.jpg,"Georgia, United States",Sweetwater Road Trip,42661,526,161,3.44,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/273/36744/,13.95
5.20,Year-round,Smuttynose Brewing Company,0,https://cdn.beeradvocate.com/im/beers/61326.jpg,"New Hampshire, United States",Vunderbar,25610,517,118,3.73,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/141/61326/,11.8
5.50,Year-round,SweetWater Brewing Company,3.74,https://cdn.beeradvocate.com/im/beers/124428.jpg,"Georgia, United States",Sweetwater Take Two Pils,41916,484,70,3.48,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/273/124428/,14.08
4.90,Summer,Saint Arnold Brewing Company,0,https://cdn.beeradvocate.com/im/beers/1071.jpg,"Texas, United States",Saint Arnold Summer Pils,40215,483,161,3.55,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/337/1071/,14.93
5.00,Year-round,Two Roads Brewing Company,4.11,https://cdn.beeradvocate.com/im/beers/88265.jpg,"Connecticut, United States",Ol' Factory Pils,22815,476,99,3.75,Very Good,German Pilsener,https://www.beeradvocate.com/beer/profile/30437/88265/,12
5.80,Year-round,Arrogant Brewing,0,https://cdn.beeradvocate.com/im/beers/225609.jpg,"California, United States",Who You Callin' Wussie,6464,471,153,3.93,Very Good,German Pilsener,https://www.beeradvocate.com/beer/profile/43153/225609/,8.91
5.00,Year-round,Bavaria Brouwerij N.V.,3.73,https://cdn.beeradvocate.com/im/beers/1422.jpg,Netherlands,Bavaria Beer,44918,466,249,3,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/498/1422/,19.67
5.00,Year-round,Boston Beer Company (Samuel Adams),3.72,https://cdn.beeradvocate.com/im/beers/161925.jpg,"Massachusetts, United States",Samuel Adams Downtime Pilsner,37618,419,96,3.61,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/35/161925/,10.8
5.10,Year-round,Badische Staatsbrauerei Rothaus AG,4.01,https://cdn.beeradvocate.com/im/beers/17015.jpg,Germany,Rothaus Pils Tannen Zäpfle,3432,416,158,4.04,Exceptional,German Pilsener,https://www.beeradvocate.com/beer/profile/464/17015/,12.62
4.90,Year-round,Paulaner Brauerei GmbH & Co. KG,3.65,https://cdn.beeradvocate.com/im/beers/1784.jpg,Germany,Paulaner Premium Pils,26834,409,202,3.72,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/124/1784/,12.37
5.00,Year-round,New England Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/16106.jpg,"Connecticut, United States",Elm City Lager,25634,401,168,3.73,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/357/16106/,12.33
5.20,Year-round,Brauerei Pinkus Mueller,4.29,https://cdn.beeradvocate.com/im/beers/81.jpg,Germany,Organic Ur Pils,13271,397,253,3.83,Very Good,German Pilsener,https://www.beeradvocate.com/beer/profile/31/81/,12.53
5.30,Summer,Real Ale Brewing Company,3.78,https://cdn.beeradvocate.com/im/beers/60865.jpg,"Texas, United States",Hans' Pils,10666,385,61,3.86,Very Good,German Pilsener,https://www.beeradvocate.com/beer/profile/458/60865/,11.66
5.50,Year-round,Half Acre Beer Company,3.94,https://cdn.beeradvocate.com/im/beers/91426.jpg,"Illinois, United States",Pony,25636,369,61,3.73,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/18006/91426/,10.99
4.90,Year-round,Wernesgrüner Brauerei AG,0,https://cdn.beeradvocate.com/im/beers/8653.jpg,Germany,Wernesgruner,43486,362,182,3.36,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/3966/8653/,15.77
5.20,Year-round,Coney Island Brewing Company,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"New York, United States",Mermaid Pilsner,38481,356,102,3.59,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/27114/50743/,12.53
5.50,Year-round,Evil Twin Brewing,3.82,https://cdn.beeradvocate.com/im/beers/88252.jpg,"New York, United States",Low Life,34623,356,68,3.65,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/24300/88252/,10.68
5.10,Rotating,Jack's Abby Brewing,0,https://cdn.beeradvocate.com/im/beers/112883.jpg,"Massachusetts, United States",Sunny Ridge,11586,352,80,3.85,Very Good,German Pilsener,https://www.beeradvocate.com/beer/profile/26520/112883/,8.31
5.20,Year-round,De Brabandere,3.3,https://cdn.beeradvocate.com/im/beers/2480.jpg,Belgium,Bavik Pils / Lager,43740,343,182,3.33,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/718/2480/,15.92
4.80,Year-round,Brauerei C. & A. Veltins GmbH & Co.,3.46,https://cdn.beeradvocate.com/im/beers/458.jpg,Germany,Pilsener,42305,332,161,3.45,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/172/458/,13.33
5.00,Year-round,Kulmbacher Brauerei AG,0,https://cdn.beeradvocate.com/im/beers/2408.jpg,Germany,EKU Pils,39291,324,188,3.57,Good,German Pilsener,https://www.beeradvocate.com/beer/profile/412/2408/,14.01
5.00,Summer,Sierra Nevada Brewing Co.,3.95,https://cdn.beeradvocate.com/im/beers/3558.jpg,"California, United States",Sierra Nevada Summerfest,33243,4255,1611,3.67,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/140/3558/,12.81
4.40,Year-round,Plzeňský Prazdroj,3.4,https://cdn.beeradvocate.com/im/beers/429.jpg,Czech Republic,Pilsner Urquell,39071,3911,1501,3.59,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/1/429/,16.16
4.90,Rotating,Boston Beer Company (Samuel Adams),3.83,https://cdn.beeradvocate.com/im/beers/54904.jpg,"Massachusetts, United States",Samuel Adams Noble Pils,21059,3690,1518,3.76,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/35/54904/,14.63
5.30,Year-round,Oskar Blues Grill & Brew,3.7,https://cdn.beeradvocate.com/im/beers/48139.jpg,"Colorado, United States",Mama's Little Yella Pils,39063,3257,902,3.59,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/2681/48139/,12.53
6.20,Year-round,Lagunitas Brewing Company,3.7,https://cdn.beeradvocate.com/im/beers/19589.jpg,"California, United States",Lagunitas PILS (Czech Style Pilsner),35988,2626,758,3.64,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/220/19589/,12.36
5.00,Year-round,"Budějovický Budvar, n.p.",3.49,https://cdn.beeradvocate.com/im/beers/6715.jpg,Czech Republic,Budweiser Budvar,39427,1564,818,3.58,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/304/6715/,15.36
6.00,Year-round,Dogfish Head Craft Brewery,0,https://cdn.beeradvocate.com/im/beers/98220.jpg,"Delaware, United States",Piercing Pils,18396,1502,271,3.78,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/64/98220/,11.11
4.80,Year-round,New Belgium Brewing,0,https://cdn.beeradvocate.com/im/beers/933.jpg,"Colorado, United States",Blue Paddle Pilsener,41043,1363,428,3.53,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/192/933/,12.75
5.00,Year-round,"Bell's Brewery, Inc.",0,https://cdn.beeradvocate.com/im/beers/33245.jpg,"Michigan, United States",Bell's Lager Of The Lakes,36652,1112,410,3.63,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/287/33245/,12.67
5.00,Year-round,Pivovary Staropramen,0,https://cdn.beeradvocate.com/im/beers/1317.jpg,Czech Republic,Staropramen Lager,43771,863,347,3.35,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/437/1317/,16.42
5.30,Rotating,Great Lakes Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/54795.jpg,"Ohio, United States",Great Lakes The Wright Pils,21282,725,198,3.76,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/73/54795/,11.44
5.40,Winter,Great Divide Brewing Company,3.84,https://cdn.beeradvocate.com/im/beers/76886.jpg,"Colorado, United States",Nomad,37102,521,154,3.62,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/158/76886/,11.88
4.70,Year-round,Pivovar Zlaty Bazant a.s.,3.6,https://cdn.beeradvocate.com/im/beers/3349.jpg,Slovak Republic,Golden Pheasant,43568,486,276,3.36,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/1195/3349/,16.07
5.30,Year-round,Foothills Brewing Company - Downtown Brewpub,0,https://cdn.beeradvocate.com/im/beers/22651.jpg,"North Carolina, United States",Torch Pilsner,34781,472,111,3.65,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/11036/22651/,12.33
5.00,Year-round,Steam Whistle Brewing,0,https://cdn.beeradvocate.com/im/beers/2189.jpg,"Ontario, Canada",Steam Whistle Pilsner,42446,455,148,3.45,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/730/2189/,16.23
5.00,Year-round,Karlovaċka Pivovara,0,https://cdn.beeradvocate.com/im/beers/4877.jpg,Croatia (Hrvatska),Karlova?ko Pivo,44853,420,211,3.04,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/1730/4877/,17.11
4.50,Year-round,Summit Brewing Company,0,https://cdn.beeradvocate.com/im/beers/38467.jpg,"Minnesota, United States",Summit Pilsener,39825,420,178,3.56,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/467/38467/,12.08
6.00,Rotating,Rogue Ales,0,https://cdn.beeradvocate.com/im/beers/73341.jpg,"Oregon, United States",Rogue Farms Good Chit Pilsner,18917,402,98,3.78,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/132/73341/,13.76
4.70,Year-round,Peak Organic Brewing Company,0,https://cdn.beeradvocate.com/im/beers/99000.jpg,"Maine, United States",Fresh Cut,10664,386,69,3.86,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/13884/99000/,11.92
5.00,Year-round,Královský Pivovar Krušovice a.s.,0,https://cdn.beeradvocate.com/im/beers/12475.jpg,Czech Republic,Kruovice Imperial,42192,377,196,3.46,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/1489/12475/,14.45
5.60,Year-round,Gordon Biersch Brewery Restaurant,3.7,https://cdn.beeradvocate.com/im/beers/48178.jpg,United States,Gordon Biersch Czech Style Pilsner,42925,360,134,3.41,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/1551/48178/,14.37
5.30,Year-round,August Schell Brewing Company,4,https://cdn.beeradvocate.com/im/beers/1246.jpg,"Minnesota, United States",Schell's Pils,34620,353,188,3.65,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/417/1246/,13.42
5.60,Summer,Cisco Brewers Inc.,3.73,https://cdn.beeradvocate.com/im/beers/925.jpg,"Massachusetts, United States",Summer Of Lager,34562,313,98,3.65,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/261/925/,11.78
5.30,Rotating,New Glarus Brewing Company,0,https://cdn.beeradvocate.com/im/beers/3325.jpg,"Wisconsin, United States",Edel-Pils,11749,308,127,3.85,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/590/3325/,11.17
4.60,Rotating,Spoetzl Brewery / Shiner,0,https://cdn.beeradvocate.com/im/beers/55726.jpg,"Texas, United States",Shiner 101 Czech Style Pilsner,41876,296,114,3.47,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/143/55726/,13.83
5.42,Year-round,"Lakefront Brewery, Inc.",0,https://cdn.beeradvocate.com/im/beers/2221.jpg,"Wisconsin, United States",Klisch Pilsner Beer,42411,295,142,3.44,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/741/2221/,14.53
4.80,Year-round,Moonlight Brewing Company,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States",Reality Czeck,1017,293,147,4.27,Outstanding,Czech Pilsener,https://www.beeradvocate.com/beer/profile/763/22173/,9.84
4.40,Year-round,Měšťanský pivovar Havlíčkův Brod,3.63,https://cdn.beeradvocate.com/im/beers/655.jpg,Czech Republic,Rebel,43285,283,196,3.37,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/168/655/,16.02
4.70,Year-round,Live Oak Brewing Company,0,https://cdn.beeradvocate.com/im/beers/1061.jpg,"Texas, United States",Live Oak Pilz,6945,275,71,3.93,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/383/1061/,11.45
5.00,Year-round,Trader Joe's Brewing Company,3.23,https://cdn.beeradvocate.com/im/beers/21614.jpg,"California, United States",Joseph's Brau Bohemian Lager,44449,275,134,3.17,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/10707/21614/,16.72
5.30,Year-round,Great Lakes Brewing Co.,4.04,https://cdn.beeradvocate.com/im/beers/215299.jpg,"Ohio, United States",Turntable Pils,9717,263,66,3.88,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/73/215299/,9.28
5.30,Rotating,Russian River Brewing Company,4.48,https://cdn.beeradvocate.com/im/beers/130770.jpg,"California, United States",STS Pils,9737,258,33,3.88,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/863/130770/,11.34
4.80,Winter,Matt Brewing Company / Saranac Brewery,3.21,https://cdn.beeradvocate.com/im/beers/45378.jpg,"New York, United States",Saranac Bohemian Pilsener,43409,238,147,3.35,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/99/45378/,15.52
4.70,Year-round,Short's Brewing Company,0,https://cdn.beeradvocate.com/im/beers/35413.jpg,"Michigan, United States",Short's Pontius Road Pilsner,39809,238,75,3.55,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/9629/35413/,13.8
4.50,Year-round,Wiseacre Brewing,0,https://cdn.beeradvocate.com/im/beers/103283.jpg,"Tennessee, United States",Tiny Bomb,15937,230,41,3.81,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/32679/103283/,10.5
4.00,Year-round,Notch Brewing,3.08,https://cdn.beeradvocate.com/im/beers/67261.jpg,"Massachusetts, United States",Notch Session Pils,38608,228,50,3.58,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/22723/67261/,12.57
5.40,Year-round,Trader Joe's Brewing Company,0,https://cdn.beeradvocate.com/im/beers/76549.jpg,"California, United States",Josephs Brau PLZNR Czech-Style Lager,43636,221,72,3.32,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/10707/76549/,12.95
5.00,Year-round,The Schlafly Tap Room,4,https://cdn.beeradvocate.com/im/beers/6744.jpg,"Missouri, United States",Schlafly Pilsner,30444,218,126,3.69,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/583/6744/,12.47
4.60,Rotating,Mikkeller ApS,0,https://cdn.beeradvocate.com/im/beers/55258.jpg,Denmark,Danish Dream,7669,218,81,3.92,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/13307/55258/,10.97
4.98,Year-round,Red Hare Brewing Company,0,https://cdn.beeradvocate.com/im/beers/72945.jpg,"Georgia, United States",Long Day Lager,41612,200,27,3.47,Okay,Czech Pilsener,https://www.beeradvocate.com/beer/profile/26784/72945/,19.02
4.60,Year-round,Žatecký Pivovar,3.7,https://cdn.beeradvocate.com/im/beers/27491.jpg,Czech Republic,??atec,39641,199,138,3.55,Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/4106/27491/,14.65
4.50,Year-round,Grupo Modelo S.A. de C.V.,0,https://cdn.beeradvocate.com/im/beers/11700.jpg,Mexico,Montejo,44995,199,58,2.86,Poor,Czech Pilsener,https://www.beeradvocate.com/beer/profile/75/11700/,19.93
5.40,Summer,von Trapp Brewing,3.91,https://cdn.beeradvocate.com/im/beers/126783.jpg,"Vermont, United States",Von Trapp Bohemian Pilsner,12491,187,60,3.85,Very Good,Czech Pilsener,https://www.beeradvocate.com/beer/profile/22512/126783/,9.35
